Site,Longitude,Latitude,Total Data Traffic(DL+UL): MB, DL PDCP Throughput (Mbps),Area Code,Area LTE Traffic  %,Area  DL PDCP Throughput (Mbps),Category,Site Name,REGION,UNION,THANA,Area Name
DHNMK10,90.37628371,23.72993426,7627.0,12.1,DHNMK,0.10,10.40,Low LTE TrafficThroughput>10 Mbps ,Riffles_Sports_Board,DHAKA METRO,WARD NO-52,NEW MARKET,RAMNA
DHNMK14,90.3871106,23.73766751,2690.0,14.6,DHNMK,0.10,10.40,Low LTE TrafficThroughput>10 Mbps ,Mollika Goli,DHAKA METRO,WARD NO-52,NEW MARKET,RAMNA
DHNMK21,90.3892,23.739501,209.1,6.1,DHNMK,0.10,10.40,Low LTE TrafficThroughput>10 Mbps ,DCS_Sahera Tropical Center_IBS,DHAKA METRO,WARD NO-52,NEW MARKET,RAMNA
DHNMK22,90.3858,23.738807,84.0,7.0,DHNMK,0.10,10.40,Low LTE TrafficThroughput>10 Mbps ,DCS_Suvastu Arcade_IBS,DHAKA METRO,WARD NO-52,NEW MARKET,RAMNA
GPKPS02,90.60502015,24.19002717,3471.7,20.4,GPKPS,0.10,7.59,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Amraid,DHAKA NORTH,RAYED,KAPASIA,GAZIPUR NORTH
GPKPS07,90.5341609,24.08386228,1531.3,11.5,GPKPS,0.10,7.59,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Pabur,DHAKA NORTH,KAPASIA,KAPASIA,GAZIPUR NORTH
GPKPS08,90.54521365,24.05378182,3014.4,4.5,GPKPS,0.10,7.59,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Vakoadi,DHAKA NORTH,CHANDPUR,KAPASIA,GAZIPUR NORTH
GPKPS10,90.54469404,24.13802829,3144.5,15.0,GPKPS,0.10,7.59,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Narayanpur_GP,DHAKA NORTH,KAPASIA,KAPASIA,GAZIPUR NORTH
GPKPS19,90.61933257,24.22697251,4679.1,5.4,GPKPS,0.10,7.59,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Birujly Bazar_GP,DHAKA NORTH,TOKE,KAPASIA,GAZIPUR NORTH
GPKPS24,90.6729196,24.2277505,2290.5,3.8,GPKPS,0.10,7.59,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Panchua,DHAKA NORTH,TOKE,KAPASIA,GAZIPUR NORTH
GPKPS25,90.6229436,24.1657785,2510.1,4.9,GPKPS,0.10,7.59,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Pakiaba,DHAKA NORTH,KARIHATA,KAPASIA,GAZIPUR NORTH
DHSHM01,90.42564041,23.69382627,9503.3,14.5,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Postagola,DHAKA SOUTH,WARD NO-83,SHYAMPUR,OLD DHAKA
DHSHM02,90.4481116,23.68898951,4465.3,12.1,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,East_Jurain,DHAKA SOUTH,DHANIA(PART),KADAMTALI,OLD DHAKA
DHSHM06,90.4346956,23.69037451,1697.4,10.1,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Alambag,DHAKA SOUTH,WARD NO-90,SHYAMPUR,OLD DHAKA
DHSHM07,90.44061259,23.68954251,6585.4,7.6,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Kusumbagh__Jurain,DHAKA SOUTH,WARD NO-89,KADAMTALI,OLD DHAKA
DHSHM09,90.44127359,23.68276551,8083.1,12.6,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Shayampur,DHAKA SOUTH,SHYAMPUR,KADAMTALI,OLD DHAKA
DHSHM12,90.42367024,23.69682648,7674.5,9.0,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Horicharan_Roy_Rd,DHAKA SOUTH,WARD NO-83,SHYAMPUR,OLD DHAKA
DHSHM15,90.46725259,23.69160551,16960.2,12.5,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Matuail_Medical_Rd,DHAKA SOUTH,MATUAIL (PART),SHYAMPUR,OLD DHAKA
DHSHM16,90.4584116,23.69310351,18127.2,13.2,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,MERAJNAGAR,DHAKA SOUTH,MATUAIL (PART),KADAMTALI,OLD DHAKA
DHSHM17,90.44508659,23.6943465,9214.3,12.5,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Minagbagh,DHAKA SOUTH,DHANIA(PART),KADAMTALI,OLD DHAKA
DHSHM19,90.4519126,23.69463051,11677.0,12.2,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,SMRITIDHARA,DHAKA SOUTH,DHANIA(PART),KADAMTALI,OLD DHAKA
DHSHM20,90.44683259,23.67966451,12889.2,11.9,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,KADAMTOLI I/A,DHAKA SOUTH,SHYAMPUR,KADAMTALI,OLD DHAKA
DHSHM21,90.42699959,23.70033383,10862.8,13.5,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Satish Sarkar Rd,DHAKA SOUTH,WARD NO-83,SHYAMPUR,OLD DHAKA
DHSHM22,90.42766626,23.69669495,9013.5,12.8,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,West Jurain,DHAKA SOUTH,WARD NO-83,SHYAMPUR,OLD DHAKA
DHSHM23,90.43838859,23.68580651,8894.4,10.3,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Kusumbagh 2,DHAKA SOUTH,SHYAMPUR,KADAMTALI,OLD DHAKA
DHSHM24,90.43091627,23.68980607,12477.8,11.8,DHSHM,0.10,11.42,Low LTE TrafficThroughput>10 Mbps ,Postagola2,DHAKA SOUTH,WARD NO-83,KADAMTALI,OLD DHAKA
BOSJP04,89.37764135,24.82629304,7542.2,3.4,BOSJP,0.10,,Low LTE TrafficThroughput<5 Mbps,Bihary Colony,RAJSHAHI,PAURASHAVA,SHAJAHANPUR,BOGRA SOUTH
BOSJP05,89.35753181,24.82724737,2602.0,2.7,BOSJP,0.10,,Low LTE TrafficThroughput<5 Mbps,Naz Garden,RAJSHAHI,PAURASHAVA,SHAJAHANPUR,BOGRA SOUTH
BOSJP06,89.3657496,24.82947271,7669.0,3.5,BOSJP,0.10,,Low LTE TrafficThroughput<5 Mbps,Kaigari,RAJSHAHI,PAURASHAVA,SHAJAHANPUR,BOGRA SOUTH
BOSJP08,89.32347161,24.80030549,655.0,2.9,BOSJP,0.10,,Low LTE TrafficThroughput<5 Mbps,Sabrul Bazar_GP,RAJSHAHI,ASEKPUR,SHAJAHANPUR,BOGRA SOUTH
BOSJP09,89.3553886,24.80600049,3833.8,4.4,BOSJP,0.10,,Low LTE TrafficThroughput<5 Mbps,Ranirhat_Shahjahanpur,RAJSHAHI,ASEKPUR,SHAJAHANPUR,BOGRA SOUTH
BOSJP14,89.4409196,24.79427049,1544.7,5.4,BOSJP,0.10,,Low LTE TrafficThroughput<5 Mbps,Jolshuka,RAJSHAHI,KHOTTA PARA,SHAJAHANPUR,BOGRA SOUTH
BOSJP16,89.3642,24.8225,6475.6,3.1,BOSJP,0.10,,Low LTE TrafficThroughput<5 Mbps,Fultola Bazar,RAJSHAHI,WARD NO-13,SHAJAHANPUR,BOGRA SOUTH
BOSJP19,89.396,24.7666,18283.0,5.7,BOSJP,0.10,,Low LTE TrafficThroughput<5 Mbps,Majhira_Bogra,RAJSHAHI,BOGRA CANTONMENT,SHAJAHANPUR,BOGRA SOUTH
BOSJP20,89.3956,24.7197,2415.7,3.7,BOSJP,0.10,,Low LTE TrafficThroughput<5 Mbps,Zamalpur_Aria Bazar,RAJSHAHI,ARIA BAZAR,SHAJAHANPUR,BOGRA SOUTH
CDDMH01,88.79588111,23.5268758,12834.1,6.1,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Dorshona,KUSHTIA,DARSHANA PAURASHAVA,DAMURHUDA,CHUADANGA
CDDMH02,88.78105516,23.6023616,1286.5,4.2,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Damurhuda,KUSHTIA,HOWLI,DAMURHUDA,CHUADANGA
CDDMH03,88.70302738,23.57494494,1059.9,5.5,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Karpashdanga,KUSHTIA,KAPASADANGA,DAMURHUDA,CHUADANGA
CDDMH04,88.74711071,23.57302828,2418.7,5.5,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Roghunathpur Bazar_GP,KUSHTIA,HOWLI,DAMURHUDA,CHUADANGA
CDDMH05,88.7209436,23.6626115,1889.6,4.3,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Vogiratpur Bazar_GP,KUSHTIA,NATIPOTA,DAMURHUDA,CHUADANGA
CDDMH06,88.77352738,23.63408383,859.8,4.2,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Bishnupur Bazar_GP,KUSHTIA,JURANPUR,DAMURHUDA,CHUADANGA
CDDMH08,88.80805516,23.57025049,2753.9,18.6,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Joyrampur Railway Station_32mLand,KUSHTIA,HOWLI,DAMURHUDA,CHUADANGA
CDDMH09,88.7542896,23.5214105,730.9,3.6,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Modna Bazar_BL,KUSHTIA,PERKRISHNAPUR MADNA,DAMURHUDA,CHUADANGA
CDDMH10,88.6766496,23.6151205,1232.8,5.1,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Chandrabash,KUSHTIA,NATIPOTA,DAMURHUDA,CHUADANGA
CDDMH11,88.8050396,23.62420049,2529.8,5.5,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Damurhuda2,KUSHTIA,DAMURHUDA,DAMURHUDA,CHUADANGA
CDDMH12,88.7659496,23.67426049,1140.6,3.7,CDDMH,0.10,6.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Juranpur,KUSHTIA,JURANPUR,DAMURHUDA,CHUADANGA
JSKSB01,89.21920661,22.90754822,11669.0,19.7,JSKSB,0.10,8.44,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Keshobpur,KHULNA,KESHABPUR PAURASHAVA,KESHABPUR,JESSORE
JSKSB02,89.28599959,22.90733384,1107.4,5.0,JSKSB,0.10,8.44,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Pajia__Keshobpur,KHULNA,PANJIA,KESHABPUR,JESSORE
JSKSB03,89.25747181,22.86280607,948.6,4.7,JSKSB,0.10,8.44,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Mongolkot,KHULNA,MANGALKOT,KESHABPUR,JESSORE
JSKSB04,89.15483293,22.90552828,4019.4,14.5,JSKSB,0.10,8.44,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Satbaria Bazar,KHULNA,TRIMOHINI,KESHABPUR,JESSORE
JSKSB05,89.16322182,22.82191718,2528.1,4.8,JSKSB,0.10,8.44,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Sagordari 32m land,KHULNA,SAGARDARI,KESHABPUR,JESSORE
JSKSB07,89.11727738,22.88355606,1639.3,4.8,JSKSB,0.10,8.44,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Shoraskhati_GP,KHULNA,TRIMOHINI,KESHABPUR,JESSORE
JSKSB08,89.3221996,22.90900051,1938.4,5.2,JSKSB,0.10,8.44,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Kolagaci_Katakhali_GP,KHULNA,SUFALAKATI,KESHABPUR,JESSORE
GGMKS01,89.97856749,23.21914387,4250.9,3.8,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Banierchar_backbone_75m,KHULNA,JALIRPAR,MUKSUDPUR,GOPALGANJ
GGMKS02,89.86913317,23.31003206,3666.0,4.4,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Muksedpur_land_55m,KHULNA,MUKSUDPUR PAURASHAVA,MUKSUDPUR,GOPALGANJ
GGMKS03,89.99930515,23.3073894,2413.4,5.1,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Boroitola,KHULNA,DIGNAGAR,MUKSUDPUR,GOPALGANJ
GGMKS04,89.92155556,23.30236111,1855.3,5.2,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Bongram,KHULNA,MAHARAJPUR,MUKSUDPUR,GOPALGANJ
GGMKS08,90.01419404,23.27169495,1072.3,3.4,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Chhagolchira 32m land,KHULNA,RAGHDI,MUKSUDPUR,GOPALGANJ
GGMKS09,89.81747182,23.29397273,885.3,4.3,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Gobindapur_Airtel,KHULNA,GOBINDAPUR,MUKSUDPUR,GOPALGANJ
GGMKS12,89.8212196,23.33808751,200.8,2.9,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,krisnadiya_BL,KHULNA,PASARGATI,MUKSUDPUR,GOPALGANJ
GGMKS14,89.9486396,23.3175605,5189.0,4.9,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Batikamari_Reloc,KHULNA,BATIKAMARI,MUKSUDPUR,GOPALGANJ
GGMKS17,89.8957,23.3416,298.7,3.2,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Chandhat_GP,KHULNA,MAHARAJPUR,MUKSUDPUR,GOPALGANJ
GGMKS18,89.992,23.2507,503.6,3.4,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Gohala_GP,KHULNA,GOHALA,MUKSUDPUR,GOPALGANJ
GGMKS19,89.86648,23.32478,1785.5,3.8,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Chandibari_Bridge,KHULNA,WARD NO-01,MUKSUDPUR,GOPALGANJ
GGMKS20,90.0057,23.2933,386.0,3.6,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Dignagar_Muksudpur,KHULNA,DIGNAGAR,MUKSUDPUR,GOPALGANJ
GGMKS21,89.9631,23.2025,1836.7,4.6,GGMKS,0.10,,Low LTE TrafficThroughput<5 Mbps,Taalbari_Jalirpar,KHULNA,JALIRPAR,MUKSUDPUR,GOPALGANJ
KSKRM01,90.8687364,24.46759697,6772.3,17.0,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Karimganj,MYMENSINGH,KARIMGANJ PAURASHAVA,KARIMGANJ,KISHOREGANJ
KSKRM02,90.9326195,24.41673427,2731.4,5.0,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Urdighi,MYMENSINGH,GUNDHAR,KARIMGANJ,KISHOREGANJ
KSKRM03,90.91261348,24.47029773,1556.5,4.8,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Bhatia,MYMENSINGH,DEHUNDA,KARIMGANJ,KISHOREGANJ
KSKRM04,90.8379996,24.44411162,1802.3,3.9,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Shimultola 32m Land,MYMENSINGH,JAFARABAD,KARIMGANJ,KISHOREGANJ
KSKRM05,90.87305516,24.41083384,1844.2,18.1,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Baliar bari 32m land,MYMENSINGH,JOYKA,KARIMGANJ,KISHOREGANJ
KSKRM06,90.95222182,24.47972273,2694.9,5.9,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Chamra Ghat 32m Land,MYMENSINGH,SUTAR PARA,KARIMGANJ,KISHOREGANJ
KSKRM08,90.8876296,24.44246051,808.9,3.4,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Alkhara beel,MYMENSINGH,NOABAD,KARIMGANJ,KISHOREGANJ
KSKRM09,90.86276,24.40687,2176.3,4.5,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Dokkhin Ulukhola_Noabad,MYMENSINGH,NOABAD,KARIMGANJ,KISHOREGANJ
KSKRM10,90.8276,24.443,1478.7,4.0,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Jalalabadh_Jafarabad,MYMENSINGH,JAFARABAD,KARIMGANJ,KISHOREGANJ
KSKRM11,90.9071,24.4098,790.6,2.8,KSKRM,0.10,6.83,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Panhar_Joyka,MYMENSINGH,JOYKA,KARIMGANJ,KISHOREGANJ
MYHLG01,90.33775687,25.05710728,4524.5,5.7,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Dhara_Bazar,MYMENSINGH,DHARA,HALUAGHAT,MYMENSINGH
MYHLG02,90.338978,25.124392,11153.3,6.5,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Haluaghat,MYMENSINGH,HALUAGHAT,HALUAGHAT,MYMENSINGH
MYHLG05,90.4028326,25.00569449,599.5,3.5,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Phulpur_GP,MYMENSINGH,SAKUAI,HALUAGHAT,MYMENSINGH
MYHLG06,90.2532496,25.05994493,344.2,3.2,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Pabiazuri_BL,MYMENSINGH,DHURAIL,HALUAGHAT,MYMENSINGH
MYHLG12,90.3033196,25.1833105,1670.2,4.4,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Mohishleti,MYMENSINGH,BHUBANKURA,HALUAGHAT,MYMENSINGH
MYHLG13,90.39738961,25.05583049,500.0,3.3,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Bausha,MYMENSINGH,NARAIL,HALUAGHAT,MYMENSINGH
MYHLG14,90.28033261,25.15166709,1261.3,3.9,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Songra Bazar_GP,MYMENSINGH,BHUBANKURA,HALUAGHAT,MYMENSINGH
MYHLG15,90.2618496,25.1048805,358.5,2.8,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Kalapagla Bazar,MYMENSINGH,JUGLI,HALUAGHAT,MYMENSINGH
MYHLG17,90.2878696,25.03900049,731.2,17.1,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Asrampara_Reloc,MYMENSINGH,DHURAIL,HALUAGHAT,MYMENSINGH
MYHLG21,90.44586,25.00847,915.7,4.5,MYHLG,0.10,5.41,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Shakuyai_Reloc,MYMENSINGH,SAKUAI,HALUAGHAT,MYMENSINGH
SKSYM01,89.10547181,22.34305607,11253.8,5.5,SKSYM,0.10,,Low LTE TrafficThroughput<5 Mbps,Shyamnagar,KHULNA,SHYAMNAGAR,SHYAMNAGAR,SATKHIRA
SKSYM02,89.20061071,22.34683384,2406.3,4.8,SKSYM,0.10,,Low LTE TrafficThroughput<5 Mbps,Nawabenki,KHULNA,ATULIA,SHYAMNAGAR,SATKHIRA
SKSYM03,89.03544403,22.3378894,2710.1,4.0,SKSYM,0.10,,Low LTE TrafficThroughput<5 Mbps,Nurnagar__Shyamnagar,KHULNA,NURNAGAR,SHYAMNAGAR,SATKHIRA
SKSYM04,89.19674959,22.26636162,3365.9,5.1,SKSYM,0.10,,Low LTE TrafficThroughput<5 Mbps,Munshiganj_55mLand,KHULNA,MUNSHIGANJ,SHYAMNAGAR,SATKHIRA
SKSYM05,89.1056107,22.30494495,4550.2,5.0,SKSYM,0.10,,Low LTE TrafficThroughput<5 Mbps,Bongshipur Bazar,KHULNA,ISHWARIPUR,SHYAMNAGAR,SATKHIRA
SKSYM06,89.09047181,22.23594495,1037.4,4.5,SKSYM,0.10,,Low LTE TrafficThroughput<5 Mbps,Betkhali_GP,KHULNA,RAMJAN NAGAR,SHYAMNAGAR,SATKHIRA
SKSYM09,89.1548796,22.22988051,1780.1,5.7,SKSYM,0.10,,Low LTE TrafficThroughput<5 Mbps,Munshigonj Bazar_BL,KHULNA,MUNSHIGANJ,SHYAMNAGAR,SATKHIRA
SKSYM10,89.0388,22.3335,3520.1,3.8,SKSYM,0.10,,Low LTE TrafficThroughput<5 Mbps,Nurnagar_GP,KHULNA,NURNAGAR,SHYAMNAGAR,SATKHIRA
SKSYM11,89.1537,22.3906,3115.1,4.9,SKSYM,0.10,,Low LTE TrafficThroughput<5 Mbps,Joynagar_Kashimbari,KHULNA,KASHIMARI,SHYAMNAGAR,SATKHIRA
KUMRP01,89.0327656,23.86360749,3721.1,5.5,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Poradah,KUSHTIA,PORADAHA,MIRPUR,KUSHTIA
KUMRP02,88.9995484,23.92882971,5329.4,4.1,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Mirpur_land_55m,KUSHTIA,MIRPUR PAURASHAVA,MIRPUR,KUSHTIA
KUMRP03,88.93019404,23.90647272,2280.0,5.6,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Amla_Bazar,KUSHTIA,AMLA,MIRPUR,KUSHTIA
KUMRP04,88.99486,23.81517,3159.3,4.8,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Halsha,KUSHTIA,AMBARIA,MIRPUR,KUSHTIA
KUMRP05,89.03416627,23.9671116,2151.2,4.8,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Bahalbaria_GP,KUSHTIA,BAHALBARIA,MIRPUR,KUSHTIA
KUMRP08,88.96288849,23.91333382,2361.4,4.9,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Nimtola Bazar_GP,KUSHTIA,AMLA,MIRPUR,KUSHTIA
KUMRP10,88.9806906,23.8710805,1421.4,4.1,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Madhabpur_Airtel,KUSHTIA,CHHATIAN,MIRPUR,KUSHTIA
KUMRP11,89.0086096,23.8969105,988.0,3.9,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Kalitala Bazar,KUSHTIA,CHHATIAN,MIRPUR,KUSHTIA
KUMRP12,88.9920726,23.98260249,1601.1,3.9,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Kharara_BL,KUSHTIA,BAHALBARIA,MIRPUR,KUSHTIA
KUMRP13,89.0707696,23.96079049,1752.7,4.6,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Samukhia,KUSHTIA,TALBARIA,MIRPUR,KUSHTIA
KUMRP15,88.9162196,23.85530049,1272.1,4.3,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Kaklidah Bazar__Reloc,KUSHTIA,SARDARPUR,MIRPUR,KUSHTIA
KUMRP18,88.9944,23.939,2787.7,4.9,KUMRP,0.10,,Low LTE TrafficThroughput<5 Mbps,Sultanpur_Mirpur,KUSHTIA,WARD NO-01,MIRPUR,KUSHTIA
JSBGH01,89.30514366,23.31341991,3641.0,17.1,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Shimakhali,KHULNA,BANDABILLA,BAGHER PARA,JESSORE
JSBGH02,89.34426,23.221064,6494.4,22.2,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Bagharpara,KHULNA,BAGHER PARA PAURASHAVA,BAGHER PARA,JESSORE
JSBGH03,89.30569404,23.18291717,1977.5,5.4,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Chatiantala_Bazar,KHULNA,DARAJHAT,BAGHER PARA,JESSORE
JSBGH05,89.29758292,23.25644494,2066.3,5.0,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Roypur bazar_25mLand,KHULNA,ROYPUR,BAGHER PARA,JESSORE
JSBGH06,89.38358293,23.18588939,780.8,16.5,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Dholga Rastar Morh_32m Land,KHULNA,JAMDIA,BAGHER PARA,JESSORE
JSBGH07,89.23913849,23.31894494,1393.5,3.4,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Johurpur Bazar_32m Land,KHULNA,JAHARPUR,BAGHER PARA,JESSORE
JSBGH08,89.35155516,23.28188939,2181.6,4.9,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Narikelbaria_GP,KHULNA,NARIKELBARIA,BAGHER PARA,JESSORE
JSBGH09,89.33966627,23.16894494,605.2,3.3,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Mahamadpur_GP,KHULNA,BASUARI,BAGHER PARA,JESSORE
JSBGH10,89.2832,23.2958,1336.9,4.3,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Sadipur_Bandabilla,KHULNA,BANDABILLA,BAGHER PARA,JESSORE
JSBGH11,89.3217,23.1853,2699.6,4.8,JSBGH,0.09,8.96,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Dadpur_Darajhat,KHULNA,DARAJHAT,BAGHER PARA,JESSORE
CGANW01,91.84126295,22.22603471,17919.6,7.9,CGANW,0.09,8.76,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Kafco_New,CHITTAGONG SOUTH,BAIRAG,ANOWARA,ANOWARA
CGANW02,91.905459,22.222839,8360.2,9.5,CGANW,0.09,8.76,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Anwara,CHITTAGONG SOUTH,ANOWARA,ANOWARA,ANOWARA
CGANW13,91.84694399,22.21541724,13729.3,8.5,CGANW,0.09,8.76,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Pashchim Chal,CHITTAGONG SOUTH,BARASAT,ANOWARA,ANOWARA
CGANW26,91.86380159,22.19918754,11298.4,9.8,CGANW,0.09,8.76,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Rustomhat_3,CHITTAGONG SOUTH,BATTALI,ANOWARA,ANOWARA
JHKLG01,89.13759291,23.40995074,14857.3,19.8,JHKLG,0.09,6.27,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Kaliganj,KUSHTIA,KALIGANJ PAURASHAVA,KALIGANJ,JHENAIDAH
JHKLG02,89.1516509,23.30314011,3665.0,5.9,JHKLG,0.09,6.27,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Baro_bazar,KUSHTIA,BARA BAZAR,KALIGANJ,JHENAIDAH
JHKLG03,89.2166107,23.40511161,1441.0,4.9,JHKLG,0.09,6.27,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Kola Bazar 42m Land,KUSHTIA,KOLA,KALIGANJ,JHENAIDAH
JHKLG04,89.14291627,23.35027828,2582.3,5.0,JHKLG,0.09,6.27,Low LTE Traffic10 Mbps<=Throughput<= 5Mbps,Agmundia,KUSHTIA,ROYGRAM,KALIGANJ,JHENAIDAH
